"variable","population_size","weighting_scheme","estimate","prevalence_pct","y_F_H","d_F_F","sample_size","warning"
"access_to_help_nsum",50000,"rds_I_threats_abuse",1972.03597664982,3.94407195329964,0.429353407020061,10.8860439693769,80,""
"access_to_help_nsum",1e+05,"rds_I_threats_abuse",3944.07195329964,3.94407195329964,0.429353407020061,10.8860439693769,80,""
"access_to_help_nsum",980000,"rds_I_threats_abuse",38651.9051423364,3.94407195329964,0.429353407020061,10.8860439693769,80,""
"access_to_help_nsum",1740000,"rds_I_threats_abuse",68626.8519874137,3.94407195329964,0.429353407020061,10.8860439693769,80,""
"document_withholding_nsum",50000,"rds_I_excessive_hours",1581.7814855453,3.1635629710906,0.333722507336696,10.5489446673366,80,""
"document_withholding_nsum",1e+05,"rds_I_excessive_hours",3163.5629710906,3.1635629710906,0.333722507336696,10.5489446673366,80,""
"document_withholding_nsum",980000,"rds_I_excessive_hours",31002.9171166879,3.1635629710906,0.333722507336696,10.5489446673366,80,""
"document_withholding_nsum",1740000,"rds_I_excessive_hours",55045.9956969764,3.1635629710906,0.333722507336696,10.5489446673366,80,""
"pay_issues_nsum",50000,"rds_I_excessive_hours",2412.25927622254,4.82451855244509,0.508935792562819,10.5489446673366,80,""
"pay_issues_nsum",1e+05,"rds_I_excessive_hours",4824.51855244509,4.82451855244509,0.508935792562819,10.5489446673366,80,""
"pay_issues_nsum",980000,"rds_I_excessive_hours",47280.2818139618,4.82451855244509,0.508935792562819,10.5489446673366,80,""
"pay_issues_nsum",1740000,"rds_I_excessive_hours",83946.6228125445,4.82451855244509,0.508935792562819,10.5489446673366,80,""
"threats_abuse_nsum",50000,"rds_I_excessive_hours",2454.61324074038,4.90922648148075,0.517871585125638,10.5489446673366,80,""
"threats_abuse_nsum",1e+05,"rds_I_excessive_hours",4909.22648148075,4.90922648148075,0.517871585125638,10.5489446673366,80,""
"threats_abuse_nsum",980000,"rds_I_excessive_hours",48110.4195185114,4.90922648148075,0.517871585125638,10.5489446673366,80,""
"threats_abuse_nsum",1740000,"rds_I_excessive_hours",85420.5407777651,4.90922648148075,0.517871585125638,10.5489446673366,80,""
"excessive_hours_nsum",50000,"rds_I_excessive_hours",2612.23800597226,5.22447601194452,0.551127083658299,10.5489446673366,80,""
"excessive_hours_nsum",1e+05,"rds_I_excessive_hours",5224.47601194452,5.22447601194452,0.551127083658299,10.5489446673366,80,""
"excessive_hours_nsum",980000,"rds_I_excessive_hours",51199.8649170563,5.22447601194452,0.551127083658299,10.5489446673366,80,""
"excessive_hours_nsum",1740000,"rds_I_excessive_hours",90905.8826078346,5.22447601194452,0.551127083658299,10.5489446673366,80,""
"access_to_help_nsum",50000,"rds_I_excessive_hours",2012.30181672311,4.02460363344622,0.424553210371859,10.5489446673366,80,""
"access_to_help_nsum",1e+05,"rds_I_excessive_hours",4024.60363344622,4.02460363344622,0.424553210371859,10.5489446673366,80,""
"access_to_help_nsum",980000,"rds_I_excessive_hours",39441.115607773,4.02460363344622,0.424553210371859,10.5489446673366,80,""
"access_to_help_nsum",1740000,"rds_I_excessive_hours",70028.1032219643,4.02460363344622,0.424553210371859,10.5489446673366,80,""
"document_withholding_nsum",50000,"rds_I_access_to_help",1452.47946629454,2.90495893258908,0.312363616577504,10.7527722018124,80,""
"document_withholding_nsum",1e+05,"rds_I_access_to_help",2904.95893258908,2.90495893258908,0.312363616577504,10.7527722018124,80,""
"document_withholding_nsum",980000,"rds_I_access_to_help",28468.597539373,2.90495893258908,0.312363616577504,10.7527722018124,80,""
"document_withholding_nsum",1740000,"rds_I_access_to_help",50546.28542705,2.90495893258908,0.312363616577504,10.7527722018124,80,""
"pay_issues_nsum",50000,"rds_I_access_to_help",2324.87829154655,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"pay_issues_nsum",1e+05,"rds_I_access_to_help",4649.75658309311,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"pay_issues_nsum",980000,"rds_I_access_to_help",45567.6145143125,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"pay_issues_nsum",1740000,"rds_I_access_to_help",80905.7645458201,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"threats_abuse_nsum",50000,"rds_I_access_to_help",2324.87829154655,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"threats_abuse_nsum",1e+05,"rds_I_access_to_help",4649.75658309311,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"threats_abuse_nsum",980000,"rds_I_access_to_help",45567.6145143125,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"threats_abuse_nsum",1740000,"rds_I_access_to_help",80905.7645458201,4.64975658309311,0.499977733318776,10.7527722018124,80,""
"excessive_hours_nsum",50000,"rds_I_access_to_help",2499.10956237642,4.99821912475285,0.537447116632093,10.7527722018124,80,""
"excessive_hours_nsum",1e+05,"rds_I_access_to_help",4998.21912475285,4.99821912475285,0.537447116632093,10.7527722018124,80,""
"excessive_hours_nsum",980000,"rds_I_access_to_help",48982.5474225779,4.99821912475285,0.537447116632093,10.7527722018124,80,""
"excessive_hours_nsum",1740000,"rds_I_access_to_help",86969.0127706996,4.99821912475285,0.537447116632093,10.7527722018124,80,""
"access_to_help_nsum",50000,"rds_I_access_to_help",1975.79451433548,3.95158902867097,0.424905366604798,10.7527722018124,80,""
"access_to_help_nsum",1e+05,"rds_I_access_to_help",3951.58902867097,3.95158902867097,0.424905366604798,10.7527722018124,80,""
"access_to_help_nsum",980000,"rds_I_access_to_help",38725.5724809755,3.95158902867097,0.424905366604798,10.7527722018124,80,""
"access_to_help_nsum",1740000,"rds_I_access_to_help",68757.6490988748,3.95158902867097,0.424905366604798,10.7527722018124,80,""
"document_withholding_nsum",50000,"vh_980k",3949.83724516019,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1e+05,"vh_980k",7899.67449032038,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",980000,"vh_980k",77416.8100051397,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1740000,"vh_980k",137454.336131575,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"pay_issues_nsum",50000,"vh_980k",5454.12271470179,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",1e+05,"vh_980k",10908.2454294036,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",980000,"vh_980k",106900.805208155,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",1740000,"vh_980k",189803.470471622,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"threats_abuse_nsum",50000,"vh_980k",5554.81044567905,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",1e+05,"vh_980k",11109.6208913581,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",980000,"vh_980k",108874.284735309,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",1740000,"vh_980k",193307.403509631,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"excessive_hours_nsum",50000,"vh_980k",5341.05093125139,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1e+05,"vh_980k",10682.1018625028,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",980000,"vh_980k",104684.598252527,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1740000,"vh_980k",185868.572407548,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"access_to_help_nsum",50000,"vh_980k",4237.47032477545,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1e+05,"vh_980k",8474.94064955091,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",980000,"vh_980k",83054.4183655989,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1740000,"vh_980k",147463.967302186,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"document_withholding_nsum",50000,"vh_100k",3949.83724516019,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1e+05,"vh_100k",7899.67449032037,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",980000,"vh_100k",77416.8100051396,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1740000,"vh_100k",137454.336131574,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"pay_issues_nsum",50000,"vh_100k",5454.12271470178,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",1e+05,"vh_100k",10908.2454294036,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",980000,"vh_100k",106900.805208155,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",1740000,"vh_100k",189803.470471622,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"threats_abuse_nsum",50000,"vh_100k",5554.81044567904,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",1e+05,"vh_100k",11109.6208913581,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",980000,"vh_100k",108874.284735309,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",1740000,"vh_100k",193307.403509631,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"excessive_hours_nsum",50000,"vh_100k",5341.05093125138,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1e+05,"vh_100k",10682.1018625028,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",980000,"vh_100k",104684.598252527,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1740000,"vh_100k",185868.572407548,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"access_to_help_nsum",50000,"vh_100k",4237.47032477545,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1e+05,"vh_100k",8474.9406495509,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",980000,"vh_100k",83054.4183655988,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1740000,"vh_100k",147463.967302186,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"document_withholding_nsum",50000,"vh_050k",3949.83724516019,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1e+05,"vh_050k",7899.67449032037,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",980000,"vh_050k",77416.8100051396,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1740000,"vh_050k",137454.336131574,7.89967449032037,0.281251720938533,3.5602950638429,80,""
"pay_issues_nsum",50000,"vh_050k",5454.12271470178,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",1e+05,"vh_050k",10908.2454294036,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",980000,"vh_050k",106900.805208155,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"pay_issues_nsum",1740000,"vh_050k",189803.470471622,10.9082454294036,0.388365723574923,3.5602950638429,80,""
"threats_abuse_nsum",50000,"vh_050k",5554.81044567904,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",1e+05,"vh_050k",11109.6208913581,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",980000,"vh_050k",108874.284735309,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"threats_abuse_nsum",1740000,"vh_050k",193307.403509631,11.1096208913581,0.395535284206681,3.5602950638429,80,""
"excessive_hours_nsum",50000,"vh_050k",5341.05093125138,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1e+05,"vh_050k",10682.1018625028,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",980000,"vh_050k",104684.598252527,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1740000,"vh_050k",185868.572407548,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"access_to_help_nsum",50000,"vh_050k",4237.47032477545,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1e+05,"vh_050k",8474.9406495509,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",980000,"vh_050k",83054.4183655988,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1740000,"vh_050k",147463.967302186,8.4749406495509,0.301732893609576,3.5602950638429,80,""
"document_withholding_nsum",50000,"ss_980k",3949.83724516019,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1e+05,"ss_980k",7899.67449032038,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",980000,"ss_980k",77416.8100051397,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"document_withholding_nsum",1740000,"ss_980k",137454.336131575,7.89967449032038,0.281251720938533,3.5602950638429,80,""
"pay_issues_nsum",50000,"ss_980k",5454.12271470179,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",1e+05,"ss_980k",10908.2454294036,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",980000,"ss_980k",106900.805208155,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"pay_issues_nsum",1740000,"ss_980k",189803.470471622,10.9082454294036,0.388365723574924,3.5602950638429,80,""
"threats_abuse_nsum",50000,"ss_980k",5554.81044567905,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",1e+05,"ss_980k",11109.6208913581,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",980000,"ss_980k",108874.284735309,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"threats_abuse_nsum",1740000,"ss_980k",193307.403509631,11.1096208913581,0.395535284206682,3.5602950638429,80,""
"excessive_hours_nsum",50000,"ss_980k",5341.05093125139,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1e+05,"ss_980k",10682.1018625028,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",980000,"ss_980k",104684.598252527,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"excessive_hours_nsum",1740000,"ss_980k",185868.572407548,10.6821018625028,0.380314345325356,3.5602950638429,80,""
"access_to_help_nsum",50000,"ss_980k",4237.47032477545,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1e+05,"ss_980k",8474.94064955091,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",980000,"ss_980k",83054.4183655989,8.47494064955091,0.301732893609576,3.5602950638429,80,""
"access_to_help_nsum",1740000,"ss_980k",147463.967302186,8.47494064955091,0.301732893609576,3.5602950638429,80,""
